id,league_name,season,home_team,away_team,home_goals,away_goals
10378,Premier League,2019/2020,Man City,Newcastle,5,0
10379,Premier League,2019/2020,Sheffield United,Wolves,1,0
10380,Premier League,2019/2020,West Ham,Burnley,0,1
10381,Premier League,2019/2020,Brighton,Liverpool,1,3
10382,Premier League,2019/2020,Bournemouth,Tottenham,0,0
10383,Premier League,2019/2020,Everton,Southampton,1,1
10384,Premier League,2019/2020,Aston Villa,Man United,0,3
10385,Premier League,2019/2020,Norwich,West Ham,0,4
10386,Premier League,2019/2020,Watford,Newcastle,2,1
10387,Premier League,2019/2020,Liverpool,Burnley,1,1
10388,Premier League,2019/2020,Sheffield United,Chelsea,3,0
10389,Premier League,2019/2020,Brighton,Man City,0,5
10390,Premier League,2019/2020,Wolves,Everton,3,0
10391,Premier League,2019/2020,Aston Villa,Crystal Palace,2,0
10392,Premier League,2019/2020,Tottenham,Arsenal,2,1
10393,Premier League,2019/2020,Bournemouth,Leicester,4,1
10394,Premier League,2019/2020,Man United,Southampton,2,2
10395,Premier League,2019/2020,Chelsea,Norwich,1,0
10396,Premier League,2019/2020,Burnley,Wolves,1,1
10397,Premier League,2019/2020,Man City,Bournemouth,2,1
10398,Premier League,2019/2020,Newcastle,Tottenham,1,3
10399,Premier League,2019/2020,Arsenal,Liverpool,2,1
10400,Premier League,2019/2020,Everton,Aston Villa,1,1
10401,Premier League,2019/2020,Leicester,Sheffield United,2,0
10402,Premier League,2019/2020,Crystal Palace,Man United,0,2
10403,Premier League,2019/2020,Southampton,Brighton,1,1
10404,Premier League,2019/2020,West Ham,Watford,3,1
10405,Premier League,2019/2020,Norwich,Burnley,0,2
10406,Premier League,2019/2020,Bournemouth,Southampton,0,2
10407,Premier League,2019/2020,Tottenham,Leicester,3,0
10408,Premier League,2019/2020,Brighton,Newcastle,0,0
10409,Premier League,2019/2020,Sheffield United,Everton,0,1
10410,Premier League,2019/2020,Wolves,Crystal Palace,2,0
10411,Premier League,2019/2020,Watford,Man City,0,4
10412,Premier League,2019/2020,Aston Villa,Arsenal,1,0
10413,Premier League,2019/2020,Man United,West Ham,1,1
10414,Premier League,2019/2020,Liverpool,Chelsea,5,3
10415,Premier League,2019/2020,Arsenal,Watford,3,2
10416,Premier League,2019/2020,Burnley,Brighton,1,2
10417,Premier League,2019/2020,Chelsea,Wolves,2,0
10418,Premier League,2019/2020,Crystal Palace,Tottenham,1,1
10419,Premier League,2019/2020,Everton,Bournemouth,1,3
10420,Premier League,2019/2020,Leicester,Man United,0,2
10421,Premier League,2019/2020,Man City,Norwich,5,0
10422,Premier League,2019/2020,Newcastle,Liverpool,1,3
10423,Premier League,2019/2020,Southampton,Sheffield United,3,1
10424,Premier League,2019/2020,West Ham,Aston Villa,1,1
10425,Premier League,2020/2021,Fulham,Arsenal,0,3
10426,Premier League,2020/2021,Crystal Palace,Southampton,1,0
10427,Premier League,2020/2021,Liverpool,Leeds,4,3
10428,Premier League,2020/2021,West Ham,Newcastle,0,2
10429,Premier League,2020/2021,West Brom,Leicester,0,3
10430,Premier League,2020/2021,Tottenham,Everton,0,1
10431,Premier League,2020/2021,Brighton,Chelsea,1,3
10432,Premier League,2020/2021,Sheffield United,Wolves,0,2
10433,Premier League,2020/2021,Everton,West Brom,5,2
10434,Premier League,2020/2021,Leeds,Fulham,4,3
10435,Premier League,2020/2021,Man United,Crystal Palace,1,3
10436,Premier League,2020/2021,Arsenal,West Ham,2,1
10437,Premier League,2020/2021,Southampton,Tottenham,2,5
10438,Premier League,2020/2021,Newcastle,Brighton,0,3
10439,Premier League,2020/2021,Chelsea,Liverpool,0,2
10440,Premier League,2020/2021,Leicester,Burnley,4,2
10441,Premier League,2020/2021,Aston Villa,Sheffield United,1,0
10442,Premier League,2020/2021,Wolves,Man City,1,3
10443,Premier League,2020/2021,Brighton,Man United,2,3
10444,Premier League,2020/2021,Crystal Palace,Everton,1,2
10445,Premier League,2020/2021,West Brom,Chelsea,3,3
10446,Premier League,2020/2021,Burnley,Southampton,0,1
10447,Premier League,2020/2021,Sheffield United,Leeds,0,1
10448,Premier League,2020/2021,Tottenham,Newcastle,1,1
10449,Premier League,2020/2021,Man City,Leicester,2,5
10450,Premier League,2020/2021,West Ham,Wolves,4,0
10451,Premier League,2020/2021,Fulham,Aston Villa,0,3
10452,Premier League,2020/2021,Liverpool,Arsenal,3,1
10453,Premier League,2020/2021,Chelsea,Crystal Palace,4,0
10454,Premier League,2020/2021,Everton,Brighton,4,2
10455,Premier League,2020/2021,Leeds,Man City,1,1
10456,Premier League,2020/2021,Newcastle,Burnley,3,1
10457,Premier League,2020/2021,Leicester,West Ham,0,3
10458,Premier League,2020/2021,Southampton,West Brom,2,0
10459,Premier League,2020/2021,Arsenal,Sheffield United,2,1
10460,Premier League,2020/2021,Wolves,Fulham,1,0
10461,Premier League,2020/2021,Man United,Tottenham,1,6
10462,Premier League,2020/2021,Aston Villa,Liverpool,7,2
10463,Premier League,2020/2021,Everton,Liverpool,2,2
10464,Premier League,2020/2021,Chelsea,Southampton,3,3
10465,Premier League,2020/2021,Man City,Arsenal,1,0
10466,Premier League,2020/2021,Newcastle,Man United,1,4
10467,Premier League,2020/2021,Sheffield United,Fulham,1,1
10468,Premier League,2020/2021,Crystal Palace,Brighton,1,1
10469,Premier League,2020/2021,Tottenham,West Ham,3,3
10470,Premier League,2020/2021,Leicester,Aston Villa,0,1
10471,Premier League,2020/2021,West Brom,Burnley,0,0
10472,Premier League,2020/2021,Leeds,Wolves,0,1
10473,Premier League,2020/2021,Aston Villa,Leeds,0,3
10474,Premier League,2020/2021,West Ham,Man City,1,1
10475,Premier League,2020/2021,Fulham,Crystal Palace,1,2
10476,Premier League,2020/2021,Man United,Chelsea,0,0
10477,Premier League,2020/2021,Liverpool,Sheffield United,2,1
10478,Premier League,2020/2021,Southampton,Everton,2,0
10479,Premier League,2020/2021,Wolves,Newcastle,1,1
10480,Premier League,2020/2021,Arsenal,Leicester,0,1
10481,Premier League,2020/2021,Brighton,West Brom,1,1
10482,Premier League,2020/2021,Burnley,Tottenham,0,1
10483,Premier League,2020/2021,Wolves,Crystal Palace,2,0
10484,Premier League,2020/2021,Sheffield United,Man City,0,1
10485,Premier League,2020/2021,Burnley,Chelsea,0,3
10486,Premier League,2020/2021,Liverpool,West Ham,2,1
10487,Premier League,2020/2021,Aston Villa,Southampton,3,4
10488,Premier League,2020/2021,Newcastle,Everton,2,1
10489,Premier League,2020/2021,Man United,Arsenal,0,1
10490,Premier League,2020/2021,Tottenham,Brighton,2,1
10491,Premier League,2020/2021,Fulham,West Brom,2,0
10492,Premier League,2020/2021,Leeds,Leicester,1,4
10493,Premier League,2020/2021,Brighton,Burnley,0,0
10494,Premier League,2020/2021,Southampton,Newcastle,2,0
10495,Premier League,2020/2021,Everton,Man United,1,3
10496,Premier League,2020/2021,Crystal Palace,Leeds,4,1
10497,Premier League,2020/2021,Chelsea,Sheffield United,4,1
10498,Premier League,2020/2021,West Ham,Fulham,1,0
10499,Premier League,2020/2021,West Brom,Tottenham,0,1
10500,Premier League,2020/2021,Leicester,Wolves,1,0
10501,Premier League,2020/2021,Man City,Liverpool,1,1
10502,Premier League,2020/2021,Arsenal,Aston Villa,0,3
10503,Premier League,2020/2021,Newcastle,Chelsea,0,2
10504,Premier League,2020/2021,Aston Villa,Brighton,1,2
10505,Premier League,2020/2021,Tottenham,Man City,2,0
10506,Premier League,2020/2021,Man United,West Brom,1,0
10507,Premier League,2020/2021,Fulham,Everton,2,3
10508,Premier League,2020/2021,Sheffield United,West Ham,0,1
10509,Premier League,2020/2021,Leeds,Arsenal,0,0
10510,Premier League,2020/2021,Liverpool,Leicester,3,0
10511,Premier League,2020/2021,Burnley,Crystal Palace,1,0
10512,Premier League,2020/2021,Wolves,Southampton,1,1
10513,Premier League,2020/2021,Crystal Palace,Newcastle,0,2
10514,Premier League,2020/2021,Brighton,Liverpool,1,1
10515,Premier League,2020/2021,Man City,Burnley,5,0
10516,Premier League,2020/2021,Everton,Leeds,0,1
10517,Premier League,2020/2021,West Brom,Sheffield United,1,0
10518,Premier League,2020/2021,Southampton,Man United,2,3
10519,Premier League,2020/2021,Chelsea,Tottenham,0,0
10520,Premier League,2020/2021,Arsenal,Wolves,1,2
10521,Premier League,2020/2021,Leicester,Fulham,1,2
10522,Premier League,2020/2021,West Ham,Aston Villa,2,1
10523,Premier League,2020/2021,Burnley,Everton,1,1
10524,Premier League,2020/2021,Man City,Fulham,2,0
10525,Premier League,2020/2021,West Ham,Man United,1,3
10526,Premier League,2020/2021,Chelsea,Leeds,3,1
10527,Premier League,2020/2021,West Brom,Crystal Palace,1,5
10528,Premier League,2020/2021,Sheffield United,Leicester,1,2
10529,Premier League,2020/2021,Tottenham,Arsenal,2,0
10530,Premier League,2020/2021,Liverpool,Wolves,4,0
10531,Premier League,2020/2021,Brighton,Southampton,1,2
10532,Premier League,2020/2021,Leeds,West Ham,1,2
10533,Premier League,2020/2021,Wolves,Aston Villa,0,1
10534,Premier League,2020/2021,Newcastle,West Brom,2,1
10535,Premier League,2020/2021,Man United,Man City,0,0
10536,Premier League,2020/2021,Everton,Chelsea,1,0
10537,Premier League,2020/2021,Southampton,Sheffield United,3,0
10538,Premier League,2020/2021,Crystal Palace,Tottenham,1,1
10539,Premier League,2020/2021,Fulham,Liverpool,1,1
10540,Premier League,2020/2021,Arsenal,Burnley,0,1
10541,Premier League,2020/2021,Leicester,Brighton,3,0
10542,Premier League,2020/2021,Wolves,Chelsea,2,1
10543,Premier League,2020/2021,Man City,West Brom,1,1
10544,Premier League,2020/2021,Arsenal,Southampton,1,1
10545,Premier League,2020/2021,Leeds,Newcastle,5,2
10546,Premier League,2020/2021,Leicester,Everton,0,2
10547,Premier League,2020/2021,Fulham,Brighton,0,0
10548,Premier League,2020/2021,Liverpool,Tottenham,2,1
10549,Premier League,2020/2021,West Ham,Crystal Palace,1,1
10550,Premier League,2020/2021,Aston Villa,Burnley,0,0
10551,Premier League,2020/2021,Sheffield United,Man United,2,3
10552,Premier League,2020/2021,Crystal Palace,Liverpool,0,7
10553,Premier League,2020/2021,Southampton,Man City,0,1
10554,Premier League,2020/2021,Everton,Arsenal,2,1
10555,Premier League,2020/2021,Newcastle,Fulham,1,1
10556,Premier League,2020/2021,Brighton,Sheffield United,1,1
10557,Premier League,2020/2021,Tottenham,Leicester,0,2
10558,Premier League,2020/2021,Man United,Leeds,6,2
10559,Premier League,2020/2021,West Brom,Aston Villa,0,3
10560,Premier League,2020/2021,Burnley,Wolves,2,1
10561,Premier League,2020/2021,Chelsea,West Ham,3,0
10562,Premier League,2020/2021,Leicester,Man United,2,2
10563,Premier League,2020/2021,Aston Villa,Crystal Palace,3,0
10564,Premier League,2020/2021,Fulham,Southampton,0,0
10565,Premier League,2020/2021,Arsenal,Chelsea,3,1
10566,Premier League,2020/2021,Man City,Newcastle,2,0
10567,Premier League,2020/2021,Sheffield United,Everton,0,1
10568,Premier League,2020/2021,Leeds,Burnley,1,0
10569,Premier League,2020/2021,West Ham,Brighton,2,2
10570,Premier League,2020/2021,Liverpool,West Brom,1,1
10571,Premier League,2020/2021,Wolves,Tottenham,1,1
10572,Premier League,2020/2021,Crystal Palace,Leicester,1,1
10573,Premier League,2020/2021,Chelsea,Aston Villa,1,1
10574,Premier League,2020/2021,Brighton,Arsenal,0,1
10575,Premier League,2020/2021,Burnley,Sheffield United,1,0
10576,Premier League,2020/2021,Southampton,West Ham,0,0
10577,Premier League,2020/2021,West Brom,Leeds,0,5
10578,Premier League,2020/2021,Man United,Wolves,1,0
10579,Premier League,2020/2021,Newcastle,Liverpool,0,0
10580,Premier League,2020/2021,Everton,West Ham,0,1
10581,Premier League,2020/2021,Man United,Aston Villa,2,1
10582,Premier League,2020/2021,Tottenham,Leeds,3,0
10583,Premier League,2020/2021,Crystal Palace,Sheffield United,2,0
10584,Premier League,2020/2021,Brighton,Wolves,3,3
10585,Premier League,2020/2021,West Brom,Arsenal,0,4
10586,Premier League,2020/2021,Newcastle,Leicester,1,2
10587,Premier League,2020/2021,Chelsea,Man City,1,3
10588,Premier League,2020/2021,Southampton,Liverpool,1,0
10589,Premier League,2020/2021,Sheffield United,Newcastle,1,0
10590,Premier League,2020/2021,Burnley,Man United,0,1
10591,Premier League,2020/2021,Wolves,Everton,1,2
10592,Premier League,2020/2021,Man City,Brighton,1,0
10593,Premier League,2020/2021,Tottenham,Fulham,1,1
10594,Premier League,2020/2021,Arsenal,Crystal Palace,0,0
10595,Premier League,2020/2021,Wolves,West Brom,2,3
10596,Premier League,2020/2021,Leeds,Brighton,0,1
10597,Premier League,2020/2021,West Ham,Burnley,1,0
10598,Premier League,2020/2021,Fulham,Chelsea,0,1
10599,Premier League,2020/2021,Leicester,Southampton,2,0
10600,Premier League,2020/2021,Sheffield United,Tottenham,1,3
10601,Premier League,2020/2021,Liverpool,Man United,0,0
10602,Premier League,2020/2021,Man City,Crystal Palace,4,0
10603,Premier League,2020/2021,Arsenal,Newcastle,3,0
10604,Premier League,2020/2021,West Ham,West Brom,2,1
10605,Premier League,2020/2021,Leicester,Chelsea,2,0
10606,Premier League,2020/2021,Man City,Aston Villa,2,0
10607,Premier League,2020/2021,Fulham,Man United,1,2
10608,Premier League,2020/2021,Liverpool,Burnley,0,1
10609,Premier League,2020/2021,Aston Villa,Newcastle,2,0
10610,Premier League,2020/2021,Crystal Palace,West Ham,2,3
10611,Premier League,2020/2021,Newcastle,Leeds,1,2
10612,Premier League,2020/2021,Southampton,Arsenal,1,3
10613,Premier League,2020/2021,West Brom,Man City,0,5
10614,Premier League,2020/2021,Burnley,Aston Villa,3,2
10615,Premier League,2020/2021,Chelsea,Wolves,0,0
10616,Premier League,2020/2021,Brighton,Fulham,0,0
10617,Premier League,2020/2021,Everton,Leicester,1,1
10618,Premier League,2020/2021,Man United,Sheffield United,1,2
10619,Premier League,2020/2021,Tottenham,Liverpool,1,3
10620,Premier League,2020/2021,Everton,Newcastle,0,2
10621,Premier League,2020/2021,Crystal Palace,Wolves,1,0
10622,Premier League,2020/2021,Man City,Sheffield United,1,0
10623,Premier League,2020/2021,West Brom,Fulham,2,2
10624,Premier League,2020/2021,Arsenal,Man United,0,0
10625,Premier League,2020/2021,Southampton,Aston Villa,0,1
10626,Premier League,2020/2021,Chelsea,Burnley,2,0
10627,Premier League,2020/2021,Leicester,Leeds,1,3
10628,Premier League,2020/2021,West Ham,Liverpool,1,3
10629,Premier League,2020/2021,Brighton,Tottenham,1,0
10630,Premier League,2020/2021,Sheffield United,West Brom,2,1
10631,Premier League,2020/2021,Wolves,Arsenal,2,1
10632,Premier League,2020/2021,Man United,Southampton,9,0
10633,Premier League,2020/2021,Newcastle,Crystal Palace,1,2
10634,Premier League,2020/2021,Burnley,Man City,0,2
10635,Premier League,2020/2021,Fulham,Leicester,0,2
10636,Premier League,2020/2021,Leeds,Everton,1,2
10637,Premier League,2020/2021,Aston Villa,West Ham,1,3
10638,Premier League,2020/2021,Liverpool,Brighton,0,1
10639,Premier League,2020/2021,Tottenham,Chelsea,0,1
10640,Premier League,2020/2021,Aston Villa,Arsenal,1,0
10641,Premier League,2020/2021,Burnley,Brighton,1,1
10642,Premier League,2020/2021,Newcastle,Southampton,3,2
10643,Premier League,2020/2021,Fulham,West Ham,0,0
10644,Premier League,2020/2021,Man United,Everton,3,3
10645,Premier League,2020/2021,Tottenham,West Brom,2,0
10646,Premier League,2020/2021,Wolves,Leicester,0,0
10647,Premier League,2020/2021,Liverpool,Man City,1,4
10648,Premier League,2020/2021,Sheffield United,Chelsea,1,2
10649,Premier League,2020/2021,Leeds,Crystal Palace,2,0
10650,Premier League,2020/2021,Leicester,Liverpool,3,1
10651,Premier League,2020/2021,Crystal Palace,Burnley,0,3
10652,Premier League,2020/2021,Man City,Tottenham,3,0
10653,Premier League,2020/2021,Brighton,Aston Villa,0,0
10654,Premier League,2020/2021,Southampton,Wolves,1,2
10655,Premier League,2020/2021,West Brom,Man United,1,1
10656,Premier League,2020/2021,Arsenal,Leeds,4,2
10657,Premier League,2020/2021,Everton,Fulham,0,2
10658,Premier League,2020/2021,West Ham,Sheffield United,3,0
10659,Premier League,2020/2021,Chelsea,Newcastle,2,0
10660,Premier League,2020/2021,Burnley,Fulham,1,1
10661,Premier League,2020/2021,Everton,Man City,1,3
10662,Premier League,2020/2021,Wolves,Leeds,1,0
10663,Premier League,2020/2021,Southampton,Chelsea,1,1
10664,Premier League,2020/2021,Burnley,West Brom,0,0
10665,Premier League,2020/2021,Liverpool,Everton,0,2
10666,Premier League,2020/2021,Fulham,Sheffield United,1,0
10667,Premier League,2020/2021,West Ham,Tottenham,2,1
10668,Premier League,2020/2021,Aston Villa,Leicester,1,2
10669,Premier League,2020/2021,Arsenal,Man City,0,1
10670,Premier League,2020/2021,Man United,Newcastle,3,1
10671,Premier League,2020/2021,Brighton,Crystal Palace,1,2
10672,Premier League,2020/2021,Leeds,Southampton,3,0
10673,Premier League,2020/2021,Man City,West Ham,2,1
10674,Premier League,2020/2021,West Brom,Brighton,1,0
10675,Premier League,2020/2021,Leeds,Aston Villa,0,1
10676,Premier League,2020/2021,Newcastle,Wolves,1,1
10677,Premier League,2020/2021,Crystal Palace,Fulham,0,0
10678,Premier League,2020/2021,Leicester,Arsenal,1,3
10679,Premier League,2020/2021,Tottenham,Burnley,4,0
10680,Premier League,2020/2021,Chelsea,Man United,0,0
10681,Premier League,2020/2021,Sheffield United,Liverpool,0,2
10682,Premier League,2020/2021,Everton,Southampton,1,0
10683,Premier League,2020/2021,Man City,Wolves,4,1
10684,Premier League,2020/2021,Burnley,Leicester,1,1
10685,Premier League,2020/2021,Sheffield United,Aston Villa,1,0
10686,Premier League,2020/2021,Crystal Palace,Man United,0,0
10687,Premier League,2020/2021,Fulham,Tottenham,0,1
10688,Premier League,2020/2021,West Brom,Everton,0,1
10689,Premier League,2020/2021,Liverpool,Chelsea,0,1
10690,Premier League,2020/2021,Burnley,Arsenal,1,1
10691,Premier League,2020/2021,Sheffield United,Southampton,0,2
10692,Premier League,2020/2021,Aston Villa,Wolves,0,0
10693,Premier League,2020/2021,Brighton,Leicester,1,2
10694,Premier League,2020/2021,West Brom,Newcastle,0,0
10695,Premier League,2020/2021,Liverpool,Fulham,0,1
10696,Premier League,2020/2021,Man City,Man United,0,2
10697,Premier League,2020/2021,Tottenham,Crystal Palace,4,1
10698,Premier League,2020/2021,Chelsea,Everton,2,0
10699,Premier League,2020/2021,West Ham,Leeds,2,0
10700,Premier League,2020/2021,Man City,Southampton,5,2
10701,Premier League,2020/2021,Newcastle,Aston Villa,1,1
10702,Premier League,2020/2021,Leeds,Chelsea,0,0
10703,Premier League,2020/2021,Crystal Palace,West Brom,1,0
10704,Premier League,2020/2021,Everton,Burnley,1,2
10705,Premier League,2020/2021,Fulham,Man City,0,3
10706,Premier League,2020/2021,Southampton,Brighton,1,2
10707,Premier League,2020/2021,Leicester,Sheffield United,5,0
10708,Premier League,2020/2021,Arsenal,Tottenham,2,1
10709,Premier League,2020/2021,Man United,West Ham,1,0
10710,Premier League,2020/2021,Wolves,Liverpool,0,1
10711,Premier League,2020/2021,Fulham,Leeds,1,2
10712,Premier League,2020/2021,Brighton,Newcastle,3,0
10713,Premier League,2020/2021,West Ham,Arsenal,3,3
10714,Premier League,2020/2021,Aston Villa,Tottenham,0,2
10715,Premier League,2020/2021,Chelsea,West Brom,2,5
10716,Premier League,2020/2021,Leeds,Sheffield United,2,1
10717,Premier League,2020/2021,Leicester,Man City,0,2
10718,Premier League,2020/2021,Arsenal,Liverpool,0,3
10719,Premier League,2020/2021,Southampton,Burnley,3,2
